,domain,avg_score,sentence,group
9080,news,0.6,"But, in an editorial published by Mr Castro in all state media, he suggests more US visitors mean more swine flu.",train
9081,answers,-2.8,"She's like, ""You want onions on that?""",train
9082,answers,-0.6,"Penelope Cruz, she's more exotic looking.",train
9083,news,2.0,"Recent reports have suggested that Lloyds would sell Cheltenham and Gloucester, Lloyds TSB Scotland and Intelligent Finance - an online division of Bank of Scotland.",train
9084,email,2.6,Attached is a Board of Regents news release concerning new telephone numbers.,train
9085,news,1.6,"He received a standing ovation at his first caucus luncheon, has renewed old friendships among Republicans, and drawn support from senior Democrats, including Senators Dick Durbin of Illinois and Christopher Dodd of Connecticut, during his first floor speech last week.",train
9086,answers,2.8,Grades previously granted FX will be honored subject to statement 3 above.,train
9087,answers,0.4,You don't want your relative trying to change the Registered Keeper.,train
9088,news,0.6,"John O'Quinn knew the law, a simple fact never in doubt.",train
9089,answers,2.2,Behavioral ecologists study the behaviours of individual organisms as they react to their environment.,train
9090,email,0.2,"Perhaps if you are unable to be w/ us physically, you can participate through video conferencing.",train
9091,answers,-1.0,x) First close all copies of Internet Explorer.,train
9092,answers,-0.8,Throwing Daggers: Level these up quickly and stick with them throughout the game.,train
9093,news,1.0,"Clausen threw two touchdowns, including a desperation heave that Golden Tate spectacularly pulled down to end the first half, and Notre Dame clobbered Washington State 40-14 on Saturday night.",train
9094,answers,-1.4,"None,"" he says.",train
9095,answers,-1.0,"Every time I have attempted this, it was disasterous.",train
9096,answers,-0.2,I own two dell cameras.,train
9097,blog,0.8,"With the advent of Android, people began to wonder if Google would build a killer piece of hardware that would finally give the iPhone a true challenge.",train
9098,blog,-0.2,We hope you have a happy Googleween!,train
9099,answers,-0.4,Be honest and let him know what you are thinking.,train
9100,answers,0.0,All of these definitely believe in God.,train
9101,email,-2.0,No problem Paul.,train
9102,blog,0.4,"The assignment initially went to the center in Indiana but when not enough people volunteered, the supervisors there decided to open up the assignment to reservists around the country.",train
9103,news,1.2,"""I think the RBA has a degree of urgency about it at the moment,"" he says.",train
9104,answers,-3.0,Coke Pizza Snickers Black Jeans Shoes Cold,train
9105,news,0.6,"Jines, 50, was reported missing by a friend and was last seen in a 12-foot motorized skiff.",train
9106,news,1.0,"One of his prized pieces was a modest 1975 Ford Escort once owned by a Polish priest named Karol Wojtyla, better known by his papal name, John Paul II.",train
9107,answers,-2.6,you'll be damned if you f# ck with me,train
9108,blog,0.0,"After all, it's building its new 3-million-square-foot headquarters in Santa Clara - enough to house 11,000 workers.",train
9109,news,-0.2,"""Life is very difficult,"" the man said.",train
9110,answers,-0.25,Volunteering and baking 34 years old SAHM,train
9111,news,1.8,A suspected serial killer has been arrested in America after six bodes were discovered hidden in and around his house.,train
9112,news,0.4,"""One is that the activist base of the party is becoming increasingly powerful in the one area that had eluded them: candidate selection. Other conservative Republicans may now feel more comfortable if they decide to challenge incumbents in primaries.""",train
9113,news,-1.2,"""It was a relief,"" Clausen said.",train
9114,answers,-0.6,Hans or Hansel.,train
9115,news,1.6,"At the edge of the Indravati River, hundreds of miles from the nearest international border, India effectively ends.",train
9116,answers,2.4,The attack comes after six months of covert US and South Vietnamese naval operations.,train
9117,email,0.5,This postcard will be stored for you for 14 days.,train
9118,answers,1.0,"Trust me, it will work.",train
9119,email,-0.2,I understand that you had $6 million in your budget but then removed it.,train
9120,answers,-0.4,i have always been perplexed by the 18 hour bra.,train
9121,answers,-2.6,ur 13 & have an avater that make u look 40?,train
9122,email,0.5,"I have been going there since we moved to Gainesville in 1950, when Loncalla still owned the river bank.",train
9123,answers,1.2,Could you kindly tell me how many Americans in Iraq have resident visas?,train
9124,email,-1.8,"If so, wouldn't you be better off using a ouija board to arrive at your 90% figure?",train
9125,answers,0.6,The best way is to be born in Japan with Japanese parents.,train
9126,answers,-1.6,Well that's one way you could look at it i guess.,train
9127,blog,0.4,What fools our fathers were if this be true.,train
9128,news,1.0,"Most mornings they rise before their rooster crows, bolting down a meager breakfast of coconut and chile-spiced vegetables over rice before venturing out on their journey: rowing to school aboard a hand-carved 15-foot sampan.",train
9129,answers,0.8,We all have our strengths and weaknesses.,train
9130,news,1.0,"The firm, which made national headlines when its co-founder Jeffrey Ubben became the chairman of Martha Stewart Living Omnimedia Inc, put Yee on administrative leave in April 2008.",train
9131,answers,1.0,So he had managed to accrue many personal contacts.,train
9132,answers,0.6,I wish there was any easy answer.,train
9133,news,0.4,There's even a 12-year-old boy in Florida who put together an online video.,train
9134,answers,0.333333333333,Earn money by filling out surveys and offers.,train
9135,news,-0.4,"""Hopefully, we will get a break at some point, and somebody will do the right thing.""",train
9136,email,1.0,"Cocoa, FL 32926 407-631-6225",train
9137,news,1.6,"Abbas spokesman Nabil Abu Rdeneh, responding to Clinton's comments, said, ""There can be no excuse for the continuation of settlements, which is really the main obstacle in the way of any credible peace process.",train
9138,blog,-1.8,"Maybe he just wants to see his kid, and move forward with his life as something other than Levi Johnston, Asspain to Sarah Palin.",train
9139,blog,-0.2,My name is Paul Brock.,train
9140,answers,-1.4,If you can't go somewhere then I would be very suspicious of why.,train
9141,news,1.4,"The fourth typhoon to whip the Philippines in a month lashed the capital and nearby provinces Saturday, leaving fresh floods and new misery before blowing out of the country.",train
9142,email,1.8,"If those tests are not all passed in a certain period of time that teacher can no longer receive fulltime teacher status, much less maintain the benefits.",train
9143,answers,-1.0,You can not attain divinity because you are stupid.,train
9144,news,0.6,"As often is the case when it comes to hurricane science, the question is data quality.",train
9145,answers,0.8,Place a chocolate drop in center of each.,train
9146,answers,1.6,"Cameron performs a full physical check on Lucy, including a vaginal exam.",train
9147,answers,2.0,The following are either standard or very common.,train
9148,answers,-0.8,Definitely Rush - both physically and mentally.,train
9149,email,2.2,To date this charge has not been processed.,train
9150,email,1.4,"Without authorization from me, Robert Mues allowed Doug, Mark Barker, Tony Norvell and others to participate in conversion (theft) of all my possessions including $150.",train
9151,answers,1.6,Possibly in Microsoft Publisher if you have it on your computer.,train
9152,answers,-0.4,I know that this is all a lot easier said than done.,train
9153,blog,-0.6,"(Her best and most frequent advice: ""Load up on crackers and junk food. Crackers for when you're sea sick and junk food for when you get the munchies at night and the mess deck is closed."")",train
9154,blog,0.6,"Ms. Scozzafava told the Watertown Daily Times that Siena Research Institute poll numbers show her too far behind to catch up, and she lacks enough money to spend on advertising in the last three days to make a difference.",train
9155,news,0.0,"The suspect was taken to the hospital, where he died from a loss of blood, the ministry said.",train
9156,email,0.8,They will be doing a follow - up right after week 12 and display the before and after pictures.,train
9157,news,-1.4,"I mean, bad things happen, but this?",train
9158,answers,-2.0,Just sprinkle it on and rub in.,train
9159,news,1.6,"In Luxembourg, non-resident deposits rose to $500 billion from $101 billion over the same period.",train
9160,news,0.0,"The global downturn in ACE activity, especially since 2005, comes as scientists continue to debate the impact of climate change on hurricane activity.",train
9161,answers,-1.0,Adolf Hitler - my way Imelda Marcos - Raindrops keep falling on my head,train
9162,answers,-2.4,it wouldn't be a good idea,train
9163,answers,0.0,they will put their trust in the Lord.,train
9164,answers,-2.2,"Nope, noway, never.",train
9165,email,0.2,I know this is the subject of much talk and has everybody in a lather.,train
9166,news,-0.2,"""There was a time where he kind of picked and chose,"" Rivers said.",train
9167,blog,-0.2,They also don't believe that they deserve special treatment as a woman.,train
9168,email,1.75,He is an expert on child support and might have a suggestion on how we can help you.,train
9169,news,1.0,"In addition to providing a historical record, the files can help people clear their names.",train
9170,answers,-1.0,every country in the world has beautiful women,train
9171,blog,-1.0,"Alongside Speidi, Audrina and the rest of the well-tanned Cali kids, Cavallari reprises the role she stepped into as a teenager on Hills precursor 'Laguna Beach': a flirtatious, manipulative man-eater, all shiny locks and come-hither stares.",train
9172,news,1.2,"But Mr Adbullah's campaign said on Saturday that no final decision had been made, and that the former foreign minister would announce his next move on Sunday.",train
9173,answers,-0.8,One Piece - You should try watching this.,train
9174,answers,-2.4,My mom doesn't like me...,train
9175,answers,-2.6,john cena isn't ur brother,train
9176,blog,0.4,Activists dump tonnes of coal in Vattenfall protest (28 Oct 09),train
9177,blog,-0.2,"But if you want to convince your users and investors that you're truly focused on the future, you may not want to quote a 20-year-old TV commercial.",train
9178,answers,-0.6,Depending on the situation a couple of things.,train
9179,answers,-0.75,Bartlett's quotations.,train
9180,answers,0.4,"House visits the daycare and accuses the supervisor, Janie, of dating Deran.",train
9181,blog,1.2,"26A cone of moisture surrounds part of the Ares I-X rocket during lift off Wednesday, Oct. 28, 2009, on a sub-orbital test flight from the Kennedy Space Center's Launch Pad 39-B in Cape Canaveral, Fla.",train
9182,answers,0.2,"Oh dear, that is the most disgusting thing.",train
9183,news,2.0,"Under some versions of the federal legislation, Massachusetts could face pressure to reduce the subsidies it now provides to low- and middle-income residents who get insurance under the state system, a study commissioned by the Blue Cross Blue Shield of Massachusetts Foundation found.",train
9184,news,0.4,The Obama administration has been criticized in some quarters for failing to act more forcefully sooner.,train
9185,answers,-2.4,I can listen but I can't talk... weird...,train
9186,blog,-1.0,I fly everywhere and take taxis without thinking about it.,train
9187,email,0.2,"(Colin Powell) and continues...Laura Bush was involved in TX, where SW is based.",train
9188,answers,-0.2,Apparently potassium is good for your hair.,train
9189,answers,-1.6,"She's one of the main ones,.",train
9190,news,1.0,"The IAEA, an independent and separate organisation, inspects nuclear plants worldwide and is based in the building next to the CTBTO in Vienna.",train
9191,answers,-1.6,go to hospital.,train
9192,news,1.8,"Eventually, at 5pm yesterday, a spokesman for Mr Blair issued a carefully worded statement that said: 'Tesco is a great British company.",train
9193,news,2.0,"Professor David Nutt, then a senior member of the ACMD, publishes research in the Lancet suggesting the classification scheme was flawed and not related to actual evidence of harm caused.",train
9194,answers,1.0,I have never heard anyone rebut this question.,train
9195,news,1.0,"""People must remember most balconies are designed in reality for a family group,"" Insp Davies said.",train
9196,answers,1.6,I would call everyone and set a time and date for which to jump.,train
9197,news,-0.2,"Palestinians see Jewish settlement building as one of the biggest threats to their ability to form a viable state in the territories of the West Bank, east Jerusalem and the Gaza Strip.",train
9198,answers,-0.8,Depends on what you are into to.,train
9199,blog,1.2,"For many of us that have been in this game for a while, the word ""convergence"" harbors some shameful vibes.",train
9200,blog,0.0,"MotionX GPS Drive: At $3 a month without any kind of long-term commitment, this is currently the cheapest decent turn-by-turn app in the App Store.",train
9201,answers,0.6,There is a form at the post office to apply for a new V5.,train
9202,blog,0.2,"UPDATE: If this polling, out today, is accurate, it may not matter: Public Policy Polling has Hoffman running away with the race.",train
9203,news,-0.6,"""I don't need to tell you the honor that would be.""",train
9204,email,-1.0,Ayer llamaron a Milton.,train
9205,answers,-0.4,"we know the how to something, rarely the why.",train
9206,blog,0.2,"""Here in Newport maybe you wouldn't think it was much of a party. But it was a swell night, with a big moon hanging over Manila Bay - peaceful - and best of all, all the girls had broken out with their civilian dresses. That doesn't sound like much, but one look at them after seeing nothing but uniforms for months was like a trip back home. Make-up too - they looked so goddamned nice you could eat them with a spoon. . . .""",train
9207,answers,-0.6,"It's not the best tasting stuff, but I still eat it.",train
9208,answers,-2.0,they won't even win the big 10 much less national title.,train
9209,answers,1.4,The condition of not being normal.,train
9210,answers,-1.2,At least spell their names right.,train
9211,answers,0.4,The sun is a star.,train
9212,news,1.4,"Investigators believe Smith, a student at the school, may have been the boy who enticed the victim into the courtyard.",train
9213,answers,1.0,"That's what happened to Joyce Dargan of Myrtle Beach, South Carolina.",train
9214,answers,1.0,"To have a higher appreciation for the contents, I believe.",train
9215,answers,0.6,"Perfumes, eaux de cologne and soap of violet... French Stylish Shop.""",train
9216,news,1.4,"If Lozano, 42, is in Mexico, he's found a country that is known for parents not wanting to turn over their children, according to a 2009 report by The Hague's convention of nations on international child abduction.",train
9217,blog,0.8,"""It was really a disaster. The CEO had a breakdown. He was doing weird stuff I won't even talk about.""",train
9218,news,1.2,"A Somali pirate boss named Red Teeth said Saturday that his gang of pirates had whisked the British couple kidnapped at sea last month to a lair on shore, and apparently the pirates have begun bickering among themselves about what to do next.",train
9219,news,1.2,"Back-to-back storms in late September and early October killed more than 900 people, and a third storm then threatened the northern Philippines before veering toward Japan.",train
9220,answers,0.4,"After 30 minutes maybe, I would suggest letting them explore the new territory.",train
9221,news,0.4,"With the Monday deadline for his contract extension looming, Rondo handed out 16 assists, and in the third quarter he had the helper on nine of the Celtics' 15 field goals.",train
9222,answers,-1.0,unfortunatly it can be givento an unborn child through the mother,train
9223,blog,-1.2,I hope we get some kids!,train
9224,answers,0.8,It happened to my girlfriends and I in junior high.,train
9225,news,1.6,"Emanuel continues to believe that oceans in a warming world will produce stronger storms, because the trend over the last 30 years in the Western North Pacific and Atlantic basins is upward.",train
9226,email,1.2,The United States does not have a national missile defense.,train
9227,answers,-2.0,Buffon for goal keeping Beckham C.Ronaldo,train
9228,answers,-1.4,"Write on politics, life, or anything you could think of.",train
9229,news,1.2,"Heading the campaign against him is the high profile Mahant Gyandas, head of All India Akhada Parishad and the president of Ram Janmabhoomi Nyas, Nritya Gopal Das.",train
9230,blog,1.2,"As a dog-friendly company, we share the country-wide impulse to dress up our dogs for the holiday.",train
9231,blog,1.0,The parachute system will be used to recover the first stage of Ares I.,train
9232,answers,-1.4,Vasaline on the roller,train
9233,blog,0.2,The truth is that the truth about budgets plays almost no role in real politics.,train
9234,answers,-2.2,Irish I want to go!!!!,train
9235,answers,-0.8,"You could also make jell - o molds with fruit, or dirt cake with pudding.",train
9236,blog,1.0,"Later in the campaign, we were also told by many pundits (often through crocodile tears) that the criticism of Sarah Palin as the GOP Vice-Presidential standard-bearer was further evidence of the latent sexism of the Democratic Party.",train
9237,answers,1.6,Human species crave companionship just like all other species in their own unique ways.,train
9238,answers,-1.2,I have to work - But have one for me!,train
9239,answers,0.8,"As for Lynda Healy, she was gone without a trace.",train
9240,blog,1.8,"A new feature of the 27"" iMac is its ability to act as a display for another DisplayPort computer.",train
9241,email,-0.75,"Since ADMINISTRATIUM has no electrons, it is inert.",train
9242,answers,-1.0,Listen Johnny you should be asking your parents these questions!,train
9243,answers,-1.8,"No, there wasn't.",train
9244,answers,-1.6,"First, buy a winning lottery ticket!",train
9245,news,1.2,"According to one source, Mr Blair's proposed role for Tesco would simply have been to act as a figurehead for their drive to break into the Middle East market.",train
9246,email,-1.0,I just really hope you have a chance to read them.,train
9247,answers,-2.0,it pretty much just takes time.,train
9248,email,0.6,"Somehow he gets thoughtful, sitting by himself so much, and thinks the strangest things you ever heard.",train
9249,news,-1.0,"""We didn't change,"" he said.",train
9250,news,1.6,The writer Arundhati Roy recently called for unconditional talks and told CNN-IBN that the Maoists were justified in taking up arms because of government oppression.,train
9251,answers,-2.0,This is some heavy shit.,train
9252,news,1.6,"Out of about 80 countries that signed a global treaty, Mexico is one of seven with a pattern of not complying with requests children be returned, according to the report.",train
9253,answers,0.2,A very fast film speed,train
9254,news,-0.6,"Meanwhile, Chaudhry has applied for disability benefits and his wife has quit a bookkeeping job to take care of him full time.",train
9255,email,-0.2,"I'm thankful for the wavy shngles on my roof, for I still have a roof.",train
9256,answers,-0.2,"If its natural, dry it out however you can.",train
9257,answers,-2.8,"Oh, and Justin's new song is good, but not his best!",train
9258,answers,0.0,C6H12O6 +6 O2 --------- > Energy + 6O2 +6 H20,train
9259,answers,1.0,Search www.firstgov.gov -- Keyword > passport,train
9260,answers,0.25,Let the fluid sit on the coals for about 30 seconds.,train
9261,email,1.4,We are really at a crossroads in NWFL. Losing our seat to JAX would be a tremendous setback.,train
9262,news,1.8,"Crews scanning a 644-square-mile patch of ocean in waters about 2,000 feet deep found debris from both aircraft, but there was no sign of the crew members or their bodies.",train
9263,answers,-2.0,Not to that song.,train
9264,news,1.6,"Lloyds is expected to 'divest' itself of TSB, Cheltenham & Gloucester and Intelligent Finance, the online arm of the Halifax, which it owns.",train
9265,news,0.0,"Matt Adams, legal director for the Northwest Immigrant Rights Project in Seattle, said he was surprised when he learned the government had reviewed Chaudhry's employment application with the Yakima police.",train
9266,answers,1.2,I heard recently that average starting salaries are down for this very reason.,train
9267,answers,-2.5,ummm his bizzy goin out with me lol,train
9268,answers,0.0,Comedys are my favorite kinds of movies.,train
9269,answers,-2.2,WHAT WERE YOU THINKING?,train
9270,answers,-1.0,yes u need Medicine more info http://www.skincarefairy.com,train
9271,answers,-1.8,"REGARDLESS TO WHAT HAS HAPPENED IN THE PAST, HE OWES YOU THAT MONEY.",train
9272,answers,-3.0,bonham you motherfuckking moron.,train
9273,news,2.0,"He mentioned Typhoon Morakot, which lashed Taiwan with 80 inches of rainfall in August, and Typhoon Ketsana, which in September brought some of the worst rains ever recorded to Manila in the Philippines.",train
0,news,1.0,"Saleh said the detainees told interrogators the attackers came from Pakistan's Swat Valley and that the al-Qaida mastermind fled across the border into Pakistan's lawless tribal area, where the al-Qaida leadership is believed hiding.",test
1,answers,-2.25,"i own this board, now.",test
2,answers,-2.0,will lead you into blind alleys.,test
3,email,2.2,"If you have any questions or wish to speak further about Carrie Dunn, please feel free to contact us directly at 813.220.5462.",test
4,answers,0.6,"However, your case may be different.",test
5,email,-1.5,"Gracias, Sixta.",test
6,news,0.6,"Arreola's legs were shattered, and the stethoscope was not detecting any blood circulation in his lower legs.",test
7,blog,-1.8,Another fun experiment you can try at home!,test
8,answers,0.8,The depo shot is also 99% effective and is given every 3 months!,test
9,answers,-1.6,Have you tried cheaptickets.com?,test
10,answers,-1.4,Raoul Duke: Panic.,test
11,blog,2.6,"24The Ares 1-X test rocket lifts off on a six-minute suborbital flight from launch pad 39B at the Kennedy Space Center in Cape Canaveral, Florida, October 28, 2009.",test
12,news,2.0,"Recent media reports that the hiatus for Rove would enable its star, Rove McManus, to make changes to The 7pm Project were labelled ""untrue"" by the source.",test
13,news,2.0,A spokesman for the Afghan election commission said that it is too late for Abdullah to officially withdraw and that a boycott will not prevent the runoff from going forward.,test
14,answers,-1.0,"no, i used to work in the area of voter fraud.",test
15,answers,-0.8,There's only one Bagpuss.,test
16,answers,-3.0,um k ps.,test
17,news,1.6,"Brown released a statement Friday reading in part, ""Mayor Newsom is a talented public official, and I believe he has a bright future.""",test
18,blog,1.6,"Eschol Amelia ""Amy"" Studnitz had been working for Corporate Mailing Services since August 2008 as a senior accountant.",test
19,news,1.4,"Along with the rump of RBS and Lloyds, the new banks will continue to be Government-owned until at least after the Election - and there will be a ban on existing banks buying up the new institutions.",test
20,news,-1.0,"""We are not bad people.""",test
21,news,1.2,"Asked at a news conference with Netanyahu about Palestinian conditions for relaunching the stalled peace process, Clinton said of the settlements: ""There has never been a precondition. It's always been an issue within the negotiations.""",test
22,news,0.0,Village head Harrison Okoye describes the devastating effects of gully erosion.,test
23,answers,-0.2,I don't understand the incomplete sentence.,test
24,blog,0.4,"So in the Senate, they went back to the drawing board, wrote the Baucus version, and tried to pretend that splitting off a proposed 10-year, $247 billion Medicare doctors' fee ""fix"" would not count in health care reform.",test
25,answers,0.6,It could navigate on land and water.,test
26,news,0.4,"The disclosure that No 10 is preparing to throw its weight behind Miliband will prompt speculation that Brown has given up on Blair's hopes, since British candidates could not fill both Brussels posts.",test
27,email,0.0,There is little you can do on this issue except advise big brother in Washington that there are numerous vets in this category in Florida.,test
28,answers,1.4,They also did the same jobs as did other Indian women.,test
29,answers,0.6,THOSE PASSENGERS GOING TO THE IN - TRANSIT/PROGRESSIVE CLEARANCE LOUNGE WILL GO THROUGH AN CBP INSPECTION.,test
30,blog,-0.4,Help Doug Hoffman for Congress now.,test
31,email,1.8,The Florida Forever funds come from the revenue of doc stamps of developers.,test
32,news,1.8,"His comments come after the demand for $7m (4.2m) for the safe return of Paul and Rachel Chandler, the British couple taken hostage nine days ago as they travelled from the Seychelles to Tanzania.",test
33,answers,0.2,All the tools used are free of use.,test
34,blog,-0.6,Enjoy your weekend everyone.,test
35,answers,-1.0,"Good luck, I know it isn't easy.",test
36,answers,-0.2,It can vary a little.,test
37,answers,-0.4,You owe the IRS that money Will you get caught if you keep it?,test
38,answers,-1.0,Maybe they were really big then so they had to.,test
39,news,0.8,"As of Saturday, autopsies had been performed on all six bodies but no cause of death or names were announced.",test
40,answers,-1.4,"""Who's The Boss?""",test
41,answers,-0.6,Brief idea of what you should do to START.,test
42,blog,-1.6,"When he was on his game, that is.",test
43,answers,-2.5,it isn't strange.,test
44,answers,-0.6,Thats usually what they look for.,test
45,news,-0.2,Sir Terry's annual salary of 1.3million is only slightly more than the sum linked to the talks with Mr Blair.,test
46,news,0.4,"Sowell, who spent 15 years in prison for a rape committed in 1989, was known as a local ""scrapper"" who would earn money by harvesting metal from rubbish and skips.",test
47,news,-0.2,"There was a stretch of three straight possessions in the third in which Rondo found Ray Allen for a long jumper and a pair of 3-pointers, and Allen said, ""It's weird because I never really felt like he had the ball at all.""",test
48,answers,1.4,"Therefore, I would seek medical/counseling advice just in case.",test
49,email,-2.2,Not true.,test
50,news,-0.2,"He found Pierce, who hit a 25-footer that made it 53-35 early in the third.",test
51,blog,-0.2,"The National Republican Congressional Committee will now be throwing its support to Hoffman, after endorsing Scozzafava and deriding the Conservative Party candidate in statements throughout much of the race.",test
52,answers,-2.0,youre using answeringgenesis.com as your source.,test
53,answers,0.5,Albert Einstein was a pantheist.,test
54,email,2.25,Thank you for the opportunity.,test
55,news,1.4,"British authorities denied him entry into the country, and he was put on a plane back to the United States, police said.",test
56,news,1.6,"At the same time, Fidel Castro noted, the US trade embargo prevents Cuba from obtaining equipment and medicines needed to combat the virus.",test
57,answers,-1.33333333333,"Kshama... forgiveness, patience, a form of the Devi Kumud... Kumudini Kundan",test
58,news,0.8,"""There is a delicate balance to strike between showing leadership in this area and facilitating a scientific debate.""",test
59,news,0.8,"But he added: ""I think the government has lacked courage in backing David's committee's advice.""",test
60,answers,-2.2,I give it an 8.,test
61,news,1.4,"Mr Mubarak made no mention of the presidential election in his speech on Saturday, but promised a ""free, fair and competitive"" parliamentary vote next year.",test
62,news,0.2,The sixty-year-old blind swami flatly refuses to buckle down.,test
63,answers,-1.0,"Fashion, jeans, a more informal style of dress.",test
64,answers,-2.0,they are HUGE pills and you have to take 2 daily.,test
65,answers,-1.4,I just*love*the old school dons.,test
66,news,1.6,It is understood that Ashcroft did not attend meetings with either Kerry or Clinton.,test
67,answers,-1.0,Tough to play an NBA game in the rain.,test
68,blog,0.4,"To do this, he rocketed his boats across hundreds of miles under cover of night, navigating in the impenetrable darkness by instinct alone while deftly avoiding Japanese patrols.",test
69,answers,-1.6,it's not the end of the world... it's hard at times.,test
70,blog,1.8,"Following in the spirit of the ""tea party"" protests in April and the Glenn Beck-inspired 9/12 rally, Bachmann announced, ""We're going to have a 'house call' and a big party out on the National Mall [next week], and we're going to tell Congress what they can do with their health care bill.""",test
71,blog,-0.6,"The new screens are also LED backlit (unlike the 30"" Cinema Display HD), which means they turn on instantly and allow for finer grained control over brightness than conventional cold cathode fluorescent lamp backlighting.",test
72,blog,1.2,"The production had failed to build a strong advance sale and grossed only about $124,000 for eight performances last week.",test
73,news,1.0,But immigration authorities say he misrepresented himself just to further his stay in the United States.,test
74,answers,-2.4,it takes two!,test
75,news,0.0,She said she has known Sowell since high school.,test
76,answers,-3.0,Oh i killed kennedy too LOL,test
77,news,0.8,"Under the terms of the two companies' original agreement, Goldman Sachs would have been due a $1 billion termination payment to close the credit line after a CIT bankruptcy.",test
78,email,2.6,"The lack of a system - wide water quality target remains a major failing of the plan; Peer reviewed science shows [SFWMD, Everglades Interim Report, p. 3-36; 1 Jan 99] that immediate action is needed.",test
79,email,-1.4,I hope I hear from you and I hope I DO NOT receive an automated response... it is QUITE impersonal.,test
80,answers,-2.0,its not evil its sweet,test
81,answers,-1.0,Only you know what you are looking for.,test
82,blog,0.4,"While some will attempt to portray the outcome as meaningful in the midterm contests between the parties, it's hard to see how a conservative winning in a district controlled by the Republicans for over a century will say much of anything - except that the GOP's activists who were annoyed by the nomination of a Republican who some viewed as more liberal than the Democrat in the race will be able to say that their party's values were upheld in the district.",test
83,news,1.8,Laster ran for state representative in 1998 and for District F in 1999.,test
84,answers,2.4,This discordance is discussed in more detail below.,test
85,blog,-0.8,Don't conservative women see how reproductive control puts a woman in the driver seat?,test
86,blog,2.0,"Now, I'm sure that there are lots and lots of things that lawyers at Reed Smith can teach better than your average law professor; but I'm also certain that there are lots and lots of things I and my colleagues can teach more effectively than they can.",test
87,email,1.4,"I will make arrangements to make it to the Oct. 29th, meeting.",test
88,answers,-1.0,I would deff go to either the ER tonight or ur Dr tomorow.,test
89,answers,2.4,Only the Congress is empowered by the Constitution to Declare War.,test
90,answers,-2.4,"Uhh, forget the chicken sandwhich then.""",test
91,email,0.8,Thank you again for your E - mail.,test
92,news,0.8,"A source close to the family said life had not been easy for Mr Hampton, who was often away from his wife and son.",test
93,news,1.6,"Efforts are under way to open peace negotiations, but as yet remain stalemated.",test
94,answers,-1.2,I would be walking on egg shells from one day to the next one.,test
95,email,1.75,There is much more that happened behind the scenes that worried us about continuing with Nan Rich as our volunteer sponsor.,test
96,blog,0.2,"I realise that, as a libertarian, I might well lose.",test
97,answers,-0.8,"If you go below that, they can sue you.",test
98,blog,1.6,Engadget assumes no responsibility for injury or death.,test
99,answers,-1.8,You have to make the kids pick up after themselves.,test
100,news,1.0,A seasonal ACE Index is simply the summation of all the storm values.,test
101,answers,-0.4,Just fill up the meter and press L1.,test
102,answers,2.2,It may even be that although we can understand all of this intellectually.,test
103,news,1.6,"The session also deliberated a draft amendment to the Electoral Law, which was enacted in 1953.",test
104,blog,1.2,"Like the ""doc fix"" defeated in the Senate, it wouldn't add to the actual costs in the health care bill, thus preserving the illusion that the big bill will cost less than $1 trillion.",test
105,email,1.6,"The school improved to a ""C"" in 2001 and teachers/administrators expect a ""B"" this year.",test
106,answers,-2.8,"The ever tough big ten, ha ha ha ha.",test
107,email,0.5,"Besides the note of thanks, this added.",test
108,email,-0.8,"Roy, sorry I haven't been able to get back to you.",test
109,answers,-0.8,she knows she is being rescued,test
110,answers,-0.6,Think in the long term.,test
111,answers,-2.8,what part is it??,test
112,blog,1.2,"Every time he attacked it was a fearsome David-versus-Goliath mismatch, but Bulkeley had done so time and again, sinking many enemy vessels.",test
113,email,2.0,HBIF is already considered in many private and public arenas to be an effective avenue to promote international business and are using HBIF toward that end.,test
114,email,1.6,"The accomplishments of the myriad people who have created the successes in standards, accountability, choice and charters in the Sunshine State lead our list.",test
115,answers,-1.6,"john bonham However, Neil Peart is better than both!",test
116,blog,-0.8,1) Check out this random object we found at a thrift store (via the link below).,test
117,blog,1.2,"Or maybe it just means that, if Yahoo can't find new ways to monetize the web, it can instead rent out office space to someone who can.",test
118,email,-0.25,Even invested at only 4% it would generate $1 million a year.,test
119,answers,0.2,I give you this link about different sleep methods.,test
120,answers,-2.8,Hold on a minute there dude!!,test
121,answers,-0.4,It makes you human.,test
122,answers,-2.4,saying something stupid....,test
123,blog,0.4,"Obama further promised that his health care initiative would not ""add a dime to the federal deficit,"" which he has already tripled since taking office.",test
124,answers,-0.4,some roads in germany don't have speed limits.,test
125,answers,1.0,H1B visas are longer period but also harder to get.,test
126,blog,0.2,"The Panther platform has been given its last rites; the St. Thomas Assembly plant is the only Ford location currently building the body-on-frame biggies, and that plant will close in September 2011.",test
127,answers,-1.8,You're not alone ok?,test
128,news,-0.8,So we chatted to some of the characters at local haunted houses.,test
129,blog,1.4,And more polling stations may mean more opportunities for fraud.,test
130,blog,1.6,"ASN Renal Week 2009, the largest nephrology meeting of its kind, will provide a forum for 13,000 professionals to discuss the latest findings in renal research and engage in educational sessions related to advances in the care of patients with kidney and related disorders.",test
131,answers,-1.8,You can't find Stage 3 evo's in the wild.,test
132,answers,-2.2,or she may have slept on it wrong and jarred a nerve.,test
133,blog,1.2,"Edison, Whirlpool to get stimulus money: Detroit Edison and the Whirlpool Corporation in Benton Harbor will receive $103 million in federal stimulus money to make investments in green technology.",test
